Company,Agency,Seniority,Rating Code,Market,Rating,Rating Date,Watch Code,Watch Eff Date,Outlook,Outlook Eff Date,Rating Endorsement,Affirmation Date
Adler Pelzer Holding GmbH,Fitch,Senior Secured,FSE,Domestic,WD,2017-04-14,,,,,,
Adler Pelzer Holding GmbH,Fitch,Senior Secured,FSE,Domestic,BB-,2016-03-15,,,,,,
Adler Pelzer Holding GmbH,Fitch,Senior Secured,FSE,Domestic,BB,2014-07-23,,,,,,
Adler Pelzer Holding GmbH,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B-,2023-06-26,Neg,2026-06-10,--,,EURUKE,2026-06-10
Adler Pelzer Holding GmbH,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B-(EXP),2023-01-01,,,,,,
Adler Pelzer Holding GmbH,Fitch,Long-term Issuer Default Rating,FDL,Foreign,WD,2018-03-01,,,,,,
Adler Pelzer Holding GmbH,Fitch,Long-term Issuer Default Rating,FDL,Foreign,B,2014-07-18,,,,,,
Adler Pelzer Holding GmbH,S&P,Senior Secured,SSE,Domestic,NR,2023-03-17,--,,--,,--,
Adler Pelzer Holding GmbH,S&P,Senior Secured,SSE,Domestic,CCC+,2022-12-22,,,,,,
Adler Pelzer Holding GmbH,S&P,Senior Secured,SSE,Domestic,B-,2021-05-10,,,,,,
Adler Pelzer Holding GmbH,S&P,Senior Secured,SSE,Domestic,CCC+,2020-05-19,,,,,,
Adler Pelzer Holding GmbH,S&P,Senior Secured,SSE,Domestic,B-,2020-03-30,,,,,,
Adler Pelzer Holding GmbH,S&P,Senior Secured,SSE,Domestic,B+,2014-10-22,,,,,,
Adler Pelzer Holding GmbH,S&P,Long-term Issuer Rating,SPI,Foreign,NR,2023-03-17,--,,--,,--,
Adler Pelzer Holding GmbH,S&P,Long-term Issuer Rating,SPI,Domestic,NR,2023-03-17,--,,--,,--,
Adler Pelzer Holding GmbH,Moody's,Senior Secured,MSE,Domestic,WR,2023-05-26,--,,--,,EURUKE,
Adler Pelzer Holding GmbH,Moody's,Senior Secured,MSE,Domestic,B3,2020-06-18,,,,,,
Adler Pelzer Holding GmbH,Moody's,Senior Secured,MSE,Domestic,B2,2020-03-26,,,,,,
Adler Pelzer Holding GmbH,Moody's,Senior Secured,MSE,Domestic,B1,2016-07-14,,,,,,
Adler Pelzer Holding GmbH,Moody's,Senior Secured,MSE,Domestic,B2,2014-08-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2025-12-19,--,,--,,EURUKE,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2024-05-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2020-06-18,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2020-03-26,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2016-07-14,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2014-08-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2025-12-19,--,,--,,EURUKE,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2024-05-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2020-06-18,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2020-03-26,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2016-07-14,,,,,,
Adler Pelzer Holding GmbH,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2014-08-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,LGD Senior Secured,MGS,Domestic,WR **,2023-05-26,--,,--,,--,
Adler Pelzer Holding GmbH,Moody's,LGD Senior Secured,MGS,Domestic,LGD4 - 51%,2023-05-10,,,,,,
Adler Pelzer Holding GmbH,Moody's,LGD Senior Secured,MGS,Domestic,LGD3 - 49%,2023-01-26,,,,,,
Adler Pelzer Holding GmbH,Moody's,LGD Senior Secured,MGS,Domestic,LGD4 - 55%,2020-03-26,,,,,,
Adler Pelzer Holding GmbH,Moody's,LGD Senior Secured,MGS,Domestic,LGD4 - 53%,2017-03-22,,,,,,
Adler Pelzer Holding GmbH,Moody's,LGD Senior Secured,MGS,Domestic,LGD4 - 51%,2016-07-14,,,,,,
Adler Pelzer Holding GmbH,Moody's,LGD Senior Secured,MGS,Domestic,LGD4 - 52%,2014-07-22,,,,,,
Adler Pelzer Holding GmbH,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,B3,2025-12-19,--,,POS,2026-07-09,EURUKE,
Adler Pelzer Holding GmbH,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,B3,2025-12-19,--,,POS,2026-07-09,EURUKE,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Foreign,B3,2025-12-19,--,,--,,EURUKE,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Foreign,B2,2024-05-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Foreign,B3,2020-06-18,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Foreign,B2,2020-03-26,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Foreign,B1,2016-07-14,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Foreign,B2,2014-08-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Foreign,(P)B2,2014-07-22,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Domestic,B3,2025-12-19,--,,--,,EURUKE,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Domestic,B2,2024-05-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Domestic,B3,2020-06-18,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Domestic,B2,2020-03-26,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Domestic,B1,2016-07-14,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Domestic,B2,2014-08-29,,,,,,
Adler Pelzer Holding GmbH,Moody's,Corporate Family Rating,MCF,Domestic,(P)B2,2014-07-22,,,,,,
Adler Pelzer Holding GmbH,Fitch,Senior Secured,FSE,Foreign,BB,2014-07-23,--,,--,,EUE,
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Foreign,NR,2015-07-16,--,,--,,--,
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Foreign,A+,2014-03-21,,,,,,
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Foreign,A,2013-11-12,,,,,,
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Foreign,A+,2010-03-19,,,,,,
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Foreign,AA-,2006-05-12,,,,,,
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Domestic,A-,2024-06-10,--,,--,,EURUKE,2026-03-13
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Domestic,A,2020-03-25,,,,,,
Aeroports de Paris SA,S&P,Senior Unsecured,SSU,Domestic,A+,2014-03-21,,,,,,
Aeroports de Paris SA,S&P,Long-term Issuer Rating,SPI,Foreign,A-,2024-06-10,--,,STABLE,2024-06-10,EURUKE,2026-03-13
Aeroports de Paris SA,S&P,Long-term Issuer Rating,SPI,Domestic,A-,2024-06-10,--,,STABLE,2024-06-10,EURUKE,2026-03-13
Aeroports de Paris SA,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-2,2026-06-22,--,,--,,EURUKE,
Aeroports de Paris SA,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-2,2026-06-22,--,,--,,EURUKE,
Aeroports de Paris SA,Fitch,Senior Unsecured,FSU,Foreign,PIF,2017-01-27,--,,--,,EUR,
Aeroports de Paris SA,Fitch,Senior Unsecured,FSU,Domestic,BBB+ **,2021-10-06,--,,Sta,2026-02-10,EURUKE,2026-02-10
Aeroports de Paris SA,Fitch,Senior Unsecured,FSU,Domestic,A-,2021-03-26,,,,,,
Aeroports de Paris SA,Fitch,Senior Unsecured,FSU,Domestic,A,2020-04-06,,,,,,
Aeroports de Paris SA,Fitch,Senior Unsecured,FSU,Domestic,WD,2020-02-01,,,,,,
Aeroports de Paris SA,Fitch,Senior Unsecured,FSU,Domestic,A+,2014-08-05,,,,,,
Aeroports de Paris SA,Fitch,Short-term Issuer Rating,FSS,Foreign,WD,2007-06-12,--,,--,,--,
Aeroports de Paris SA,Fitch,Short-term Issuer Rating,FSS,Foreign,F1,2006-11-22,,,,,,
Aeroports de Paris SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,F2 **,2021-03-26,--,,--,,EURUKE,2026-02-10
Aeroports de Paris SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,F1,2012-08-21,,,,,,
Aeroports de Paris SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,F1+,2011-08-31,,,,,,
Aeroports de Paris SA,Fitch,Short-term Issuer Default Rating,FDS,Foreign,F1,2006-11-22,,,,,,
Aeroports de Paris SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BBB+ **,2021-10-06,--,,Sta,2026-02-10,EURUKE,2026-02-10
Aeroports de Paris SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,A-,2021-03-26,,,,,,
Aeroports de Paris SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,A,2020-04-06,,,,,,
Aeroports de Paris SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,A+,2012-08-21,,,,,,
Aeroports de Paris SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,AA-,2011-08-31,,,,,,
Aeroports de Paris SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,A+,2006-11-22,,,,,,
Aeroports de la Cote d'Azur SA,Moody's,Senior Unsecured,MSU,Domestic,Baa1,2026-01-28,--,,--,,EURUKE,
Aeroports de la Cote d'Azur SA,Moody's,Senior Unsecured,MSU,Domestic,Baa2,2021-07-02,,,,,,
Aeroports de la Cote d'Azur SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa1,2026-01-28,--,,--,,EURUKE,
Aeroports de la Cote d'Azur SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa2,2016-11-09,,,,,,
Aeroports de la Cote d'Azur SA,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,Baa1,2026-01-28,--,,STA,2026-01-28,EURUKE,
Agence Metropolitaine des Dechets Menagers,S&P,Long-term Issuer Rating,SPI,Foreign,A,2025-10-23,--,,STABLE,2025-10-23,EURUKE,
Agence Metropolitaine des Dechets Menagers,S&P,Long-term Issuer Rating,SPI,Domestic,A,2025-10-23,--,,STABLE,2025-10-23,EURUKE,
Agence Metropolitaine des Dechets Menagers,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,A,2025-10-23,--,,--,,EURUKE,
Agence Metropolitaine des Dechets Menagers,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,A+,2020-04-08,,,,,,
Agence Metropolitaine des Dechets Menagers,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-1,2018-11-05,--,,--,,EURUKE,2025-10-23
Agence Metropolitaine des Dechets Menagers,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-1,2018-11-05,--,,--,,EURUKE,2025-10-23
Air France KLM SA,S&P,Senior Unsecured,SSU,Domestic,BB+,2023-12-13,--,,--,,EURUKE,2026-06-25
Air France KLM SA,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2023-12-13,--,,STABLE,2023-12-13,EURUKE,
Air France KLM SA,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2023-12-13,--,,STABLE,2023-12-13,EURUKE,
Air France KLM SA,S&P,Junior Subordinated,SJB,Domestic,B+,2025-05-15,--,,--,,EURUKE,
Air France KLM SA,Fitch,Senior Unsecured,FSU,Foreign,BBB-,2023-12-14,--,,--,,EURUKE,2026-05-13
Air France KLM SA,Fitch,Senior Unsecured,FSU,Domestic,BBB-,2023-12-13,--,,--,,EURUKE,2026-05-13
Air France KLM SA,Fitch,Long-term Senior Unsecured MTN Rating,FMU,Domestic,BBB-,2023-12-13,--,,--,,EURUKE,2026-05-13
Air France KLM SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BBB-,2023-12-13,--,,Sta,2026-05-13,EURUKE,2026-05-13
Air France KLM SA,Fitch,Subordinated,FBD,Domestic,BB,2025-05-21,--,,--,,EURUKE,2026-05-13
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,B-,2023-08-23,--,,--,,--,2024-09-04
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,CCC,2022-08-15,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,B-,2020-04-01,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,B,2020-03-31,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,BB-,2018-03-06,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,B+,2017-10-19,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,B,2017-05-23,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Foreign,B-,2016-03-29,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,B-,2023-08-23,--,,--,,--,2026-05-11
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,CCC,2022-03-22,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,B-,2020-04-01,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,B,2020-03-31,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,BB-,2018-01-03,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,B+,2017-10-19,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,B,2017-05-23,,,,,,
Air France KLM SA,Egan-Jones,Senior Unsecured,EJU,Domestic,B-,2015-11-09,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Foreign,NR,2023-05-17,--,,--,,--,2024-09-04
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Foreign,C,2022-08-15,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Foreign,B,2020-03-31,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Foreign,A3,2017-10-19,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Foreign,B,2016-03-29,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Domestic,NR,2023-05-17,--,,--,,--,2026-05-11
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Domestic,C,2022-03-22,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Domestic,B,2020-03-31,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Domestic,A3,2017-10-19,,,,,,
Air France KLM SA,Egan-Jones,Commercial Paper,EJC,Domestic,B,2015-11-09,,,,,,
Akelius Residential Property AB (publ),S&P,Short-term Issuer National Scale Rating,STN,Domestic,K-3,2023-12-05,--,,--,,--,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Foreign,BBB-,2023-12-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Foreign,BBB,2017-11-03,,,,,,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Foreign,BBB-,2016-11-02,,,,,,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Foreign,BB+,2015-09-01,,,,,,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Domestic,NR,2024-11-13,--,,--,,--,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Domestic,BBB-,2023-12-05,,,,,,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Domestic,BBB,2019-11-05,,,,,,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Domestic,BBB-,2016-11-02,,,,,,
Akelius Residential Property AB (publ),S&P,Senior Unsecured,SSU,Domestic,BB+,2015-06-12,,,,,,
Akelius Residential Property AB (publ),S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2023-12-05,--,,STABLE,2023-12-05,EURUKE,
Akelius Residential Property AB (publ),S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2023-12-05,--,,STABLE,2023-12-05,EURUKE,
Akelius Residential Property AB (publ),S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-3,2023-12-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-3,2023-12-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),S&P,Commercial Paper,SCP,Foreign,NR,2018-02-13,--,,--,,--,
Akelius Residential Property AB (publ),S&P,Commercial Paper,SCP,Foreign,A-2,2017-11-03,,,,,,
Akelius Residential Property AB (publ),S&P,Commercial Paper,SCP,Foreign,A-3,2015-08-24,,,,,,
Akelius Residential Property AB (publ),S&P,Subordinated,SBD,Foreign,BB,2023-12-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),S&P,Subordinated,SBD,Foreign,BB+,2018-03-14,,,,,,
Akelius Residential Property AB (publ),Fitch,Senior Unsecured,FSU,Foreign,WD,2024-04-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),Fitch,Senior Unsecured,FSU,Foreign,BBB+,2021-03-25,,,,,,
Akelius Residential Property AB (publ),Fitch,Senior Unsecured,FSU,Domestic,WD,2024-04-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),Fitch,Senior Unsecured,FSU,Domestic,BBB+,2021-03-26,,,,,,
Akelius Residential Property AB (publ),Fitch,Short-term Issuer Default Rating,FDS,Foreign,WD,2024-04-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),Fitch,Short-term Issuer Default Rating,FDS,Foreign,F2,2021-03-25,,,,,,
Akelius Residential Property AB (publ),Fitch,Long-term Issuer Default Rating,FDL,Foreign,WD,2024-04-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),Fitch,Long-term Issuer Default Rating,FDL,Foreign,BBB,2021-03-25,,,,,,
Akelius Residential Property AB (publ),Fitch,Subordinated,FBD,Foreign,WD,2024-04-05,--,,--,,EURUKE,
Akelius Residential Property AB (publ),Fitch,Subordinated,FBD,Foreign,BBB-,2021-03-25,,,,,,
Aliaxis Holdings SA,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa3,2021-10-25,--,,--,,EURUKE,2024-06-05
Aliaxis Holdings SA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2021-10-25,--,,--,,EURUKE,2024-06-05
Aliaxis Holdings SA,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,Baa3,2024-06-05,--,,STA,2024-06-05,EURUKE,
Almirall SA,S&P,Senior Unsecured,SSU,Domestic,BB+,2025-12-02,--,,--,,EURUKE,
Almirall SA,S&P,Senior Unsecured,SSU,Domestic,BB,2023-10-30,,,,,,
Almirall SA,S&P,Senior Unsecured,SSU,Domestic,BB-,2018-12-04,,,,,,
Almirall SA,S&P,Senior Unsecured,SSU,Domestic,NR,2017-04-05,,,,,,
Almirall SA,S&P,Senior Unsecured,SSU,Domestic,BB,2016-09-28,,,,,,
Almirall SA,S&P,Senior Unsecured,SSU,Domestic,BB-,2014-05-08,,,,,,
Almirall SA,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2025-12-02,--,,STABLE,2025-12-02,EURUKE,
Almirall SA,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2025-12-02,--,,STABLE,2025-12-02,EURUKE,
Almirall SA,Moody's,Senior Unsecured,MSU,Domestic,WR,2017-04-06,--,,--,,EUR,
Almirall SA,Moody's,Senior Unsecured,MSU,Domestic,Ba3,2014-04-14,,,,,,
Almirall SA,Moody's,Probability of Default Rating,MPD,Foreign,Ba1-PD,2026-06-25,--,,--,,EURUKE,
Almirall SA,Moody's,Probability of Default Rating,MPD,Foreign,Ba2-PD,2024-08-09,,,,,,
Almirall SA,Moody's,Probability of Default Rating,MPD,Foreign,Ba3-PD,2014-03-18,,,,,,
Almirall SA,Moody's,Probability of Default Rating,MPD,Domestic,Ba1-PD,2026-06-25,--,,--,,EURUKE,
Almirall SA,Moody's,Probability of Default Rating,MPD,Domestic,Ba2-PD,2024-08-09,,,,,,
Almirall SA,Moody's,Probability of Default Rating,MPD,Domestic,Ba3-PD,2014-03-18,,,,,,
Almirall SA,Moody's,LGD Senior Unsecured,MGU,Domestic,WR **,2017-04-06,--,,--,,--,
Almirall SA,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD3 - 48%,2014-03-18,,,,,,
Almirall SA,Moody's,LGD BACKED Senior Unsecured,MGT,Domestic,LGD4 - 50% **,2021-09-13,--,,--,,--,2025-12-02
Almirall SA,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,Ba1,2026-06-25,--,,STA,2026-06-25,EURUKE,
Almirall SA,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,Ba1,2026-06-25,--,,STA,2026-06-25,EURUKE,
Almirall SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba1,2026-06-25,--,,--,,EURUKE,
Almirall SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba2,2024-08-09,,,,,,
Almirall SA,Moody's,Corporate Family Rating,MCF,Foreign,Ba3,2014-03-18,,,,,,
Almirall SA,Moody's,Corporate Family Rating,MCF,Domestic,Ba1,2026-06-25,--,,--,,EURUKE,
Almirall SA,Moody's,Corporate Family Rating,MCF,Domestic,Ba2,2024-08-09,,,,,,
Almirall SA,Moody's,Corporate Family Rating,MCF,Domestic,Ba3,2014-03-18,,,,,,
Almirall SA,Moody's,Backed Senior Unsecured,MBU,Domestic,Ba1,2026-06-25,--,,--,,EURUKE,
Almirall SA,Moody's,Backed Senior Unsecured,MBU,Domestic,Ba2,2024-08-09,,,,,,
Almirall SA,Moody's,Backed Senior Unsecured,MBU,Domestic,Ba3,2021-09-13,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Foreign,NR,2024-11-20,--,,--,,--,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Foreign,BB,2022-08-08,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Foreign,BB-,2020-04-02,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Foreign,BB+,2020-03-27,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Foreign,BBB-,2016-11-07,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Domestic,NR,2024-11-20,--,,--,,--,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Domestic,BB,2022-08-08,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Domestic,BB-,2020-04-02,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Domestic,BB+,2020-03-27,,,,,,
Almirall SA,Egan-Jones,Senior Unsecured,EJU,Domestic,BBB-,2016-11-07,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Foreign,NR,2023-06-13,--,,--,,--,2024-11-20
Almirall SA,Egan-Jones,Commercial Paper,EJC,Foreign,A2,2022-08-08,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Foreign,A3,2020-04-02,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Foreign,A2,2020-03-27,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Foreign,A1,2016-11-07,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Domestic,NR,2023-06-13,--,,--,,--,2024-11-20
Almirall SA,Egan-Jones,Commercial Paper,EJC,Domestic,A2,2022-08-08,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Domestic,A3,2020-04-02,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Domestic,A2,2020-03-27,,,,,,
Almirall SA,Egan-Jones,Commercial Paper,EJC,Domestic,A1,2016-11-07,,,,,,
Alperia SpA,Fitch,Senior Unsecured,FSU,Domestic,BBB,2023-07-04,--,,--,,EURUKE,2026-05-07
Alperia SpA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BBB,2017-08-07,--,,Pos,2026-05-07,EURUKE,2026-05-07
Altarea SCA,S&P,Senior Unsecured,SSU,Domestic,BBB-,2021-03-29,--,,--,,EURUKE,2023-10-09
Altarea SCA,S&P,Senior Unsecured,SSU,Domestic,BBB,2018-06-07,,,,,,
Altarea SCA,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2021-03-29,--,,STABLE,2025-10-06,EURUKE,2023-10-09
Altarea SCA,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2021-03-29,--,,STABLE,2025-10-06,EURUKE,2023-10-09
Altice France SAS,S&P,Senior Secured,SSE,Foreign,CCC+,2025-10-03,--,,--,,EURUKE,
Altice France SAS,S&P,Senior Secured,SSE,Foreign,D,2025-06-11,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Foreign,CC,2025-02-28,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Foreign,CCC,2024-12-11,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Foreign,CCC+,2024-03-28,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Foreign,B-,2023-04-26,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Foreign,B,2019-09-16,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Foreign,B+,2014-04-14,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,CCC+,2025-10-03,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,D,2025-06-11,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,CC,2025-02-28,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,CCC,2024-05-10,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,CCC+,2024-03-28,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,B-,2023-04-26,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,B,2020-09-15,,,,,,
Altice France SAS,S&P,Senior Secured,SSE,Domestic,B+,2014-04-14,,,,,,
Altice France SAS,S&P,Long-term Issuer Rating,SPI,Foreign,CCC+,2025-10-03,--,,STABLE,2025-10-03,EURUKE,
Altice France SAS,S&P,Long-term Issuer Rating,SPI,Domestic,CCC+,2025-10-03,--,,STABLE,2025-10-03,EURUKE,
Altice France SAS,Moody's,Senior Secured,MSE,Foreign,WR,2021-10-14,--,,--,,EURUKE,
Altice France SAS,Moody's,Senior Secured,MSE,Foreign,B2,2018-12-07,,,,,,
Altice France SAS,Moody's,Senior Secured,MSE,Foreign,B1,2015-10-05,,,,,,
Altice France SAS,Moody's,Senior Secured Bank Credit Facility Rating,MSC,Foreign,Caa1,2025-10-07,--,,--,,EURUKE,2026-06-17
Altice France SAS,Moody's,Senior Secured Bank Credit Facility Rating,MSC,Foreign,Caa2,2025-03-03,,,,,,
Altice France SAS,Moody's,Senior Secured Bank Credit Facility Rating,MSC,Foreign,Caa1,2024-03-27,,,,,,
